Time,State of Charge, Pack Voltage, Pack Current, Pack CCL, Pack DCL, Highest Cell ID, Highest Cell Volt, Lowest Cell ID, Lowest Cell Volt, Charger Safety Status, Charge Enable Status, Discharge Enable Status, High Temperature, Low Temperature, Cell Voltage 1,Cell Voltage 2,Cell Voltage 3,Cell Voltage 4,Cell Voltage 5,Cell Voltage 6,Cell Voltage 7,Cell Voltage 8,Cell Voltage 9,Cell Voltage 10,Cell Voltage 11,Cell Voltage 12,Cell Voltage 13,Cell Voltage 14,Cell Voltage 15,Cell Voltage 16,Cell Voltage 17,Cell Voltage 18,Cell Voltage 19,Cell Voltage 20,Cell Voltage 21,Cell Voltage 22,Cell Voltage 23,Cell Voltage 24,Cell Voltage 25,Cell Voltage 26,Cell Voltage 27,Cell Voltage 28,Cell Voltage 29,Cell Voltage 30,Cell Voltage 31,Cell Voltage 32,Cell Voltage 33,Cell Voltage 34,Cell Voltage 35,Cell Voltage 36,Cell Voltage 37,Cell Voltage 38,Cell Voltage 39,Cell Voltage 40,Cell Voltage 41,Cell Voltage 42,Cell Voltage 43,Cell Voltage 44,Cell Voltage 45,Cell Voltage 46,Cell Voltage 47,Cell Voltage 48,Cell Voltage 49,Cell Voltage 51,Cell Voltage 52,Cell Voltage 53,Cell Voltage 54,Cell Voltage 55,Cell Voltage 56,Cell Voltage 57,Cell Voltage 58,Cell Voltage 59,Cell Voltage 60,Cell Voltage 61,Cell Voltage 62,Cell Voltage 63,Cell Voltage 64,Cell Voltage 65,Cell Voltage 66,Cell Voltage 67,Cell Voltage 68,Cell Voltage 69,Cell Voltage 70,Cell Voltage 73,Cell Voltage 74,Cell Voltage 75,Cell Voltage 76,Cell Voltage 77,Cell Voltage 78,Cell Voltage 79,Cell Voltage 85,Cell Voltage 86,Cell Voltage 87,Cell Voltage 88,Cell Voltage 89,Cell Voltage 90,Cell Voltage 91,Cell Resistance 1,Cell Resistance 2,Cell Resistance 3,Cell Resistance 4,Cell Resistance 5,Cell Resistance 6,Cell Resistance 7,Cell Resistance 8,Cell Resistance 9,Cell Resistance 10,Cell Resistance 11,Cell Resistance 12,Cell Resistance 13,Cell Resistance 14,Cell Resistance 15,Cell Resistance 16,Cell Resistance 17,Cell Resistance 18,Cell Resistance 19,Cell Resistance 20,Cell Resistance 21,Cell Resistance 22,Cell Resistance 23,Cell Resistance 24,Cell Resistance 25,Cell Resistance 26,Cell Resistance 27,Cell Resistance 28,Cell Resistance 29,Cell Resistance 30,Cell Resistance 31,Cell Resistance 32,Cell Resistance 33,Cell Resistance 34,Cell Resistance 35,Cell Resistance 36,Cell Resistance 37,Cell Resistance 38,Cell Resistance 39,Cell Resistance 40,Cell Resistance 41,Cell Resistance 42,Cell Resistance 43,Cell Resistance 44,Cell Resistance 45,Cell Resistance 46,Cell Resistance 47,Cell Resistance 48,Cell Resistance 49,Cell Resistance 51,Cell Resistance 52,Cell Resistance 53,Cell Resistance 54,Cell Resistance 55,Cell Resistance 56,Cell Resistance 57,Cell Resistance 58,Cell Resistance 59,Cell Resistance 60,Cell Resistance 61,Cell Resistance 62,Cell Resistance 63,Cell Resistance 64,Cell Resistance 65,Cell Resistance 66,Cell Resistance 67,Cell Resistance 68,Cell Resistance 69,Cell Resistance 70,Cell Resistance 73,Cell Resistance 74,Cell Resistance 75,Cell Resistance 76,Cell Resistance 77,Cell Resistance 78,Cell Resistance 79,Cell Resistance 85,Cell Resistance 86,Cell Resistance 87,Cell Resistance 88,Cell Resistance 89,Cell Resistance 90,Cell Resistance 91,Open Cell Voltage 1,Open Cell Voltage 2,Open Cell Voltage 3,Open Cell Voltage 4,Open Cell Voltage 5,Open Cell Voltage 6,Open Cell Voltage 7,Open Cell Voltage 8,Open Cell Voltage 9,Open Cell Voltage 10,Open Cell Voltage 11,Open Cell Voltage 12,Open Cell Voltage 13,Open Cell Voltage 14,Open Cell Voltage 15,Open Cell Voltage 16,Open Cell Voltage 17,Open Cell Voltage 18,Open Cell Voltage 19,Open Cell Voltage 20,Open Cell Voltage 21,Open Cell Voltage 22,Open Cell Voltage 23,Open Cell Voltage 24,Open Cell Voltage 25,Open Cell Voltage 26,Open Cell Voltage 27,Open Cell Voltage 28,Open Cell Voltage 29,Open Cell Voltage 30,Open Cell Voltage 31,Open Cell Voltage 32,Open Cell Voltage 33,Open Cell Voltage 34,Open Cell Voltage 35,Open Cell Voltage 36,Open Cell Voltage 37,Open Cell Voltage 38,Open Cell Voltage 39,Open Cell Voltage 40,Open Cell Voltage 41,Open Cell Voltage 42,Open Cell Voltage 43,Open Cell Voltage 44,Open Cell Voltage 45,Open Cell Voltage 46,Open Cell Voltage 47,Open Cell Voltage 48,Open Cell Voltage 49,Open Cell Voltage 51,Open Cell Voltage 52,Open Cell Voltage 53,Open Cell Voltage 54,Open Cell Voltage 55,Open Cell Voltage 56,Open Cell Voltage 57,Open Cell Voltage 58,Open Cell Voltage 59,Open Cell Voltage 60,Open Cell Voltage 61,Open Cell Voltage 62,Open Cell Voltage 63,Open Cell Voltage 64,Open Cell Voltage 65,Open Cell Voltage 66,Open Cell Voltage 67,Open Cell Voltage 68,Open Cell Voltage 69,Open Cell Voltage 70,Open Cell Voltage 73,Open Cell Voltage 74,Open Cell Voltage 75,Open Cell Voltage 76,Open Cell Voltage 77,Open Cell Voltage 78,Open Cell Voltage 79,Open Cell Voltage 85,Open Cell Voltage 86,Open Cell Voltage 87,Open Cell Voltage 88,Open Cell Voltage 89,Open Cell Voltage 90,Open Cell Voltage 91,
Tue Dec 08 08:48:09 GMT 2020,30.0,299.2,15.8,110,327,49,3.641800,1,3.575400,0,0,1,8,5,3.5754,3.5948,3.5995,3.5999,3.5944,3.5972,3.5992,3.5914,3.5872,3.5924,3.5926,3.5904,3.5908,3.5909,3.6146,3.6099,3.6154,3.616,3.6121,3.6153,3.6168,3.5999,3.5985,3.6044,3.6057,3.596,3.6011,3.6034,3.6026,3.5983,3.6049,3.6054,3.5981,3.5912,3.6076,3.6049,3.601,3.6086,3.6088,3.5994,3.5981,3.6092,3.6052,3.6098,3.6167,3.6168,3.607,3.611,3.6418,3.5957,3.6078,3.6077,3.6038,3.6012,3.6074,3.5953,3.5916,3.5971,3.5979,3.6021,3.6068,3.609,3.6144,3.6116,3.6187,3.6196,3.6138,3.6122,3.6191,3.6144,3.6094,3.6167,3.6168,3.6119,3.6103,3.6164,3.6188,3.6119,3.6177,3.618,3.609,3.602,3.6176,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5941,3.6129,3.6177,3.6182,3.6126,3.6153,3.6173,3.6095,3.6056,3.6105,3.6108,3.6081,3.6089,3.609,3.6327,3.6278,3.6335,3.6343,3.6304,3.6334,3.6349,3.6178,3.6167,3.6226,3.624,3.6148,3.6194,3.6217,3.6208,3.6162,3.6233,3.6236,3.6169,3.6097,3.6258,3.6231,3.6192,3.6269,3.6271,3.6178,3.6164,3.6275,3.6233,3.6281,3.6348,3.635,3.6253,3.6293,3.6601,3.6141,3.6261,3.6261,3.6221,3.6194,3.6256,3.6135,3.6101,3.6153,3.6162,3.6205,3.6251,3.6274,3.6327,3.6296,3.6369,3.6377,3.6322,3.6305,3.6374,3.6326,3.6278,3.635,3.635,3.6301,3.6286,3.6348,3.6368,3.6299,3.6358,3.636,3.6273,3.6202,3.6357,
Tue Dec 08 08:48:15 GMT 2020,30.0,299.3,15.6,110,327,49,3.642100,1,3.576700,0,0,1,8,5,3.5767,3.5955,3.6,3.6005,3.5946,3.5975,3.5995,3.5921,3.5881,3.5929,3.5933,3.5907,3.5916,3.5914,3.6149,3.61,3.6158,3.6167,3.6129,3.6157,3.6171,3.6001,3.5993,3.6049,3.6062,3.5965,3.6014,3.6039,3.603,3.5985,3.6054,3.6057,3.5989,3.5917,3.6079,3.6054,3.6014,3.6091,3.6091,3.5999,3.5986,3.6097,3.6055,3.6101,3.6169,3.617,3.6076,3.6115,3.6421,3.5961,3.6081,3.6083,3.6042,3.6015,3.6078,3.5957,3.5921,3.5974,3.5982,3.6029,3.6074,3.6094,3.6146,3.612,3.619,3.6201,3.6141,3.6127,3.6194,3.6147,3.6101,3.6171,3.6171,3.6121,3.6108,3.6168,3.6192,3.6125,3.6183,3.6183,3.6095,3.6025,3.6181,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.594,3.6132,3.6179,3.6184,3.6129,3.6155,3.6174,3.6098,3.6058,3.6107,3.6112,3.6086,3.6093,3.6092,3.6329,3.6282,3.6337,3.6345,3.6304,3.6336,3.635,3.6181,3.617,3.6228,3.6239,3.6145,3.6194,3.6217,3.6209,3.6161,3.6232,3.6235,3.6169,3.6096,3.6258,3.623,3.6192,3.627,3.6271,3.6179,3.6164,3.6276,3.6234,3.6281,3.6349,3.635,3.6253,3.6292,3.6601,3.6142,3.6261,3.6261,3.622,3.6194,3.6256,3.6134,3.6101,3.6153,3.6161,3.6206,3.6252,3.6274,3.6326,3.6294,3.6369,3.6377,3.6322,3.6306,3.6374,3.627,3.6204,3.6299,3.6299,3.6232,3.6224,3.6288,3.637,3.6301,3.6361,3.6363,3.6275,3.6205,3.6359,
Tue Dec 08 08:48:20 GMT 2020,30.0,297.3,26.9,110,324,49,3.634900,1,3.552500,0,0,1,8,5,3.5525,3.5696,3.5768,3.5772,3.5689,3.573,3.5756,3.5649,3.5591,3.5672,3.5676,3.563,3.5667,3.5671,3.5912,3.5849,3.5933,3.5944,3.5884,3.5932,3.5953,3.5765,3.5739,3.583,3.5866,3.5775,3.5823,3.5851,3.582,3.5772,3.5847,3.5852,3.5787,3.5699,3.5881,3.5834,3.593,3.602,3.6021,3.5927,3.5911,3.6025,3.5964,3.6024,3.6105,3.6107,3.6004,3.6047,3.6349,3.5885,3.6014,3.6013,3.5969,3.5943,3.6008,3.5882,3.5841,3.5906,3.5914,3.5956,3.6,3.6023,3.6072,3.6042,3.612,3.6131,3.6063,3.6052,3.6123,3.6073,3.6008,3.6096,3.6097,3.6041,3.6028,3.6094,3.5971,3.5871,3.596,3.596,3.5845,3.5779,3.5955,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5887,3.6067,3.613,3.6134,3.6065,3.6099,3.612,3.6026,3.5981,3.6046,3.6049,3.6011,3.6024,3.6029,3.6268,3.6215,3.6286,3.6293,3.6247,3.6281,3.6301,3.6122,3.6107,3.6181,3.6164,3.6048,3.6112,3.6141,3.6106,3.6052,3.6146,3.6149,3.6061,3.5989,3.617,3.612,3.6067,3.6173,3.6173,3.6063,3.6051,3.6178,3.6106,3.6179,3.6274,3.6277,3.6158,3.6211,3.6526,3.6057,3.6204,3.6204,3.6146,3.6126,3.6196,3.6055,3.6017,3.6094,3.6103,3.6126,3.6181,3.6207,3.6245,3.6206,3.6304,3.6313,3.6241,3.623,3.6308,3.6254,3.6187,3.628,3.6279,3.622,3.6207,3.6274,3.6312,3.6225,3.6305,3.6308,3.62,3.6129,3.6296,
Tue Dec 08 08:48:20 GMT 2020,30.0,297.3,26.9,110,321,49,3.634900,1,3.552500,0,0,1,8,5,3.5525,3.5696,3.5768,3.5772,3.5689,3.573,3.5756,3.5649,3.5591,3.5672,3.5676,3.563,3.5667,3.5671,3.5912,3.5849,3.5933,3.5944,3.5884,3.5932,3.5953,3.5765,3.5739,3.583,3.5866,3.5775,3.5823,3.5851,3.582,3.5772,3.5847,3.5852,3.5787,3.5699,3.5881,3.5834,3.593,3.602,3.6021,3.5927,3.5911,3.6025,3.5964,3.6024,3.6105,3.6107,3.6004,3.6047,3.6349,3.5885,3.6014,3.6013,3.5969,3.5943,3.6008,3.5882,3.5841,3.5906,3.5914,3.5956,3.6,3.6023,3.6072,3.6042,3.612,3.6131,3.6063,3.6052,3.6123,3.6073,3.6008,3.6096,3.6097,3.6041,3.6028,3.6094,3.5971,3.5871,3.596,3.596,3.5845,3.5779,3.5955,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5887,3.6067,3.613,3.6134,3.6065,3.6099,3.612,3.6026,3.5981,3.6046,3.6049,3.6011,3.6024,3.6029,3.6268,3.6215,3.6286,3.6293,3.6247,3.6281,3.6301,3.6122,3.6107,3.6181,3.6164,3.6048,3.6112,3.6141,3.6106,3.6052,3.6146,3.6149,3.6061,3.5989,3.617,3.612,3.6067,3.6173,3.6173,3.6063,3.6051,3.6178,3.6106,3.6179,3.6274,3.6277,3.6158,3.6211,3.6526,3.6057,3.6204,3.6204,3.6146,3.6126,3.6196,3.6055,3.6017,3.6094,3.6103,3.6126,3.6181,3.6207,3.6245,3.6206,3.6304,3.6313,3.6241,3.623,3.6308,3.6254,3.6187,3.628,3.6279,3.622,3.6207,3.6274,3.6294,3.6205,3.6285,3.6286,3.6183,3.6111,3.628,
Tue Dec 08 08:48:25 GMT 2020,29.5,298.0,22.1,122,318,49,3.618300,1,3.559400,0,0,1,8,6,3.5594,3.5779,3.584,3.5844,3.577,3.5807,3.583,3.5733,3.5682,3.5752,3.5755,3.5721,3.5728,3.5737,3.5978,3.5921,3.5996,3.6004,3.596,3.5991,3.6013,3.5832,3.5811,3.5891,3.5889,3.5793,3.5841,3.5868,3.5836,3.5786,3.5872,3.5879,3.5797,3.5721,3.59,3.5853,3.5716,3.5829,3.583,3.5731,3.5707,3.583,3.5753,3.584,3.5939,3.5945,3.5817,3.587,3.6183,3.5717,3.5864,3.5867,3.5797,3.5786,3.5858,3.5712,3.5664,3.5753,3.5761,3.5791,3.5831,3.5856,3.5885,3.5843,3.5953,3.5963,3.5899,3.5877,3.5955,3.5915,3.583,3.5937,3.5936,3.5882,3.5862,3.5936,3.6038,3.5951,3.603,3.6032,3.593,3.5858,3.6023,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5815,3.5987,3.6063,3.6064,3.598,3.6023,3.6052,3.5938,3.5883,3.5964,3.5968,3.5924,3.594,3.595,3.6193,3.6124,3.6215,3.6227,3.6164,3.6211,3.6234,3.6044,3.6022,3.6116,3.613,3.6005,3.6076,3.6109,3.6062,3.6011,3.6109,3.611,3.6015,3.5944,3.6132,3.6073,3.6027,3.6136,3.6134,3.6015,3.6009,3.6138,3.6075,3.6148,3.6242,3.6244,3.6125,3.6176,3.6496,3.6033,3.618,3.6182,3.6132,3.6099,3.6172,3.6028,3.5985,3.6069,3.6081,3.6106,3.6157,3.6185,3.6218,3.6187,3.6285,3.629,3.6223,3.6205,3.6284,3.622,3.6139,3.6247,3.6247,3.6177,3.6169,3.6238,3.6294,3.6205,3.6285,3.6286,3.6183,3.6111,3.628,
Tue Dec 08 08:48:29 GMT 2020,29.5,296.2,33.2,139,314,49,3.605900,1,3.541000,0,0,1,8,6,3.541,3.5541,3.5649,3.5656,3.5543,3.56,3.5639,3.5497,3.5464,3.5547,3.5545,3.5474,3.5534,3.5543,3.5797,3.5722,3.5824,3.5838,3.5754,3.581,3.5839,3.5644,3.5643,3.5729,3.5731,3.5628,3.568,3.5713,3.5674,3.5617,3.5707,3.5711,3.5622,3.554,3.5738,3.5678,3.5567,3.5691,3.5694,3.5564,3.5557,3.5698,3.5601,3.5702,3.5818,3.5817,3.5675,3.5745,3.6059,3.56,3.576,3.5759,3.5676,3.5666,3.5743,3.559,3.5568,3.5645,3.5651,3.5665,3.5728,3.5753,3.5775,3.5715,3.5846,3.5865,3.5779,3.577,3.5854,3.5745,3.5667,3.5781,3.5775,3.5705,3.5693,3.5763,3.588,3.5778,3.5869,3.5869,3.5755,3.5681,3.5863,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5762,3.5907,3.6011,3.6015,3.5919,3.5968,3.5994,3.5855,3.5821,3.5904,3.5906,3.5867,3.5871,3.5883,3.6128,3.6058,3.616,3.6174,3.6108,3.6152,3.6179,3.5982,3.5955,3.6064,3.6078,3.594,3.602,3.6054,3.5991,3.5935,3.6051,3.6051,3.5947,3.5871,3.607,3.5997,3.5952,3.6077,3.6075,3.5942,3.5937,3.6077,3.5997,3.608,3.6198,3.6199,3.6058,3.6123,3.645,3.5979,3.614,3.6137,3.6063,3.6056,3.6129,3.5975,3.593,3.6023,3.6033,3.605,3.6112,3.6138,3.6168,3.6119,3.6235,3.6249,3.616,3.6155,3.6241,3.6179,3.6102,3.6206,3.6204,3.6135,3.6124,3.6197,3.6263,3.6155,3.6253,3.6257,3.6147,3.6071,3.6244,
Tue Dec 08 08:48:38 GMT 2020,29.5,296.7,30.2,139,319,49,3.619900,1,3.544400,0,0,1,8,6,3.5444,3.5595,3.5688,3.5693,3.5594,3.5645,3.5679,3.5549,3.5507,3.5588,3.5589,3.5539,3.5534,3.5547,3.5787,3.5752,3.5826,3.5838,3.5785,3.5812,3.5835,3.5654,3.5638,3.5726,3.5744,3.5628,3.5692,3.5724,3.5679,3.5623,3.5723,3.5727,3.5627,3.5555,3.5748,3.5686,3.5763,3.5865,3.5864,3.5749,3.5737,3.5859,3.5809,3.5872,3.5961,3.5963,3.5837,3.5891,3.6199,3.571,3.5872,3.5871,3.5798,3.5797,3.5866,3.5719,3.568,3.576,3.5766,3.5799,3.5861,3.589,3.5923,3.5891,3.5987,3.5993,3.5927,3.5911,3.5988,3.5938,3.5868,3.5962,3.5964,3.5913,3.5892,3.5958,3.5894,3.5786,3.5885,3.5886,3.5778,3.5701,3.5878,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5828,3.5996,3.6068,3.6072,3.5997,3.6032,3.6059,3.595,3.5902,3.5977,3.5981,3.5935,3.5953,3.5959,3.6201,3.6147,3.6223,3.6232,3.6179,3.6217,3.6237,3.6057,3.6039,3.612,3.6129,3.6024,3.6079,3.6105,3.6076,3.6023,3.6113,3.6115,3.6029,3.5955,3.6135,3.6088,3.6048,3.6146,3.6146,3.6036,3.6024,3.6148,3.6098,3.616,3.6243,3.6244,3.6132,3.618,3.6524,3.607,3.6195,3.6195,3.6152,3.6124,3.6188,3.6061,3.6026,3.6084,3.6093,3.614,3.6186,3.6208,3.6258,3.6226,3.6303,3.6315,3.6255,3.6237,3.6308,3.623,3.6161,3.6256,3.6256,3.6195,3.6182,3.6249,3.6219,3.6122,3.621,3.6211,3.6099,3.6023,3.6202,
Tue Dec 08 08:48:45 GMT 2020,29.5,297.3,25.0,139,321,49,3.629700,1,3.555300,0,0,1,8,6,3.5553,3.5722,3.5794,3.5801,3.5725,3.5758,3.5784,3.5674,3.5634,3.5704,3.5706,3.5667,3.5783,3.5784,3.6022,3.5972,3.604,3.605,3.6004,3.6036,3.6052,3.5878,3.5872,3.5937,3.5937,3.5831,3.5887,3.5911,3.5889,3.5838,3.5926,3.5928,3.5849,3.5773,3.5945,3.5907,3.585,3.5943,3.594,3.5833,3.5824,3.5945,3.5888,3.5942,3.6027,3.6028,3.5923,3.5969,3.6297,3.5838,3.5967,3.5966,3.5915,3.5893,3.5958,3.583,3.5796,3.5857,3.5865,3.5895,3.5945,3.5967,3.6011,3.598,3.6066,3.6075,3.6004,3.5994,3.6068,3.6024,3.5963,3.605,3.605,3.5994,3.5978,3.6046,3.5968,3.5874,3.5957,3.5958,3.585,3.5778,3.5952,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5854,3.6037,3.6098,3.6103,3.6033,3.6065,3.6088,3.5993,3.5953,3.6015,3.6017,3.5982,3.5991,3.5994,3.6235,3.6185,3.6252,3.6261,3.6209,3.6247,3.6264,3.609,3.6074,3.6147,3.6161,3.606,3.6113,3.6136,3.6114,3.6067,3.615,3.6151,3.6077,3.5998,3.617,3.6132,3.6095,3.6185,3.6185,3.6081,3.6066,3.6185,3.6136,3.6195,3.6274,3.6275,3.6164,3.6211,3.6464,3.6006,3.6149,3.6146,3.6082,3.6065,3.614,3.5996,3.594,3.6033,3.6043,3.6059,3.6124,3.6151,3.6179,3.6129,3.6245,3.6259,3.6178,3.617,3.6251,3.6191,3.609,3.6214,3.6216,3.6138,3.6131,3.6209,3.6274,3.6184,3.6263,3.6265,3.6164,3.6086,3.6259,
Tue Dec 08 08:48:47 GMT 2020,29.5,296.4,30.3,139,316,49,3.629700,1,3.540900,0,0,1,8,6,3.5409,3.5592,3.567,3.5666,3.5566,3.5619,3.5645,3.5531,3.5491,3.5562,3.5561,3.5535,3.5783,3.5784,3.6022,3.5972,3.604,3.605,3.6004,3.6036,3.6052,3.5878,3.5872,3.5937,3.5937,3.5831,3.5887,3.5911,3.5889,3.5838,3.5926,3.5928,3.5849,3.5773,3.5945,3.5907,3.585,3.5943,3.594,3.5833,3.5824,3.5945,3.5888,3.5942,3.6027,3.6028,3.5923,3.5969,3.6297,3.5838,3.5967,3.5966,3.5915,3.5893,3.5958,3.583,3.5796,3.5857,3.5865,3.5895,3.5945,3.5967,3.6011,3.598,3.6066,3.6075,3.6004,3.5994,3.6068,3.6024,3.5963,3.605,3.605,3.5994,3.5978,3.6046,3.5872,3.5754,3.5857,3.586,3.5747,3.568,3.5855,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3.5768,3.5931,3.6019,3.6024,3.593,3.5975,3.6004,3.588,3.5841,3.5919,3.5919,3.587,3.5887,3.5894,3.6146,3.6087,3.6171,3.6182,3.6116,3.6161,3.6187,3.6001,3.5969,3.6071,3.6089,3.5959,3.6034,3.6066,3.6016,3.5953,3.6067,3.6067,3.5985,3.5899,3.6088,3.6023,3.598,3.6098,3.6097,3.5979,3.5964,3.6094,3.6018,3.6106,3.6208,3.6209,3.6078,3.6135,3.6454,3.5987,3.614,3.6136,3.6064,3.6059,3.6131,3.5981,3.5933,3.6024,3.6031,3.6052,3.6112,3.6139,3.6166,3.6126,3.6235,3.6248,3.6163,3.6157,3.6237,3.6182,3.6096,3.6209,3.6205,3.6139,3.6127,3.62,3.6234,3.6116,3.622,3.6223,3.6114,3.6032,3.6216,
