Time,Discharge-Enable Output Active,Pack Discharge Current Limit (DCL),Pack Amperage (Current),Pack Voltage,J1772 AC Amp Limit,J1772 AC Power Limit,J1772 AC Voltage (0v = N/A)
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:42 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:43 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:44 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:45 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:46 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:47 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,243.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,243.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:48 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:49 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:50 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:51 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:52 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,243.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,243.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,243.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:53 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:54 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:55 GMT 2020,0.000000,242.000000,1.500000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:56 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
Fri Nov 6 11:08:57 GMT 2020,0.000000,242.000000,1.400000,301.900000,80.000000,18400.000000,0.000000
