Time,OrionBMS Run-time (Sec),OrionBMS Charger-Safety Output,OrionBMS Is-Charging Power,OrionBMS Charge Current Limit,OrionBMS Pack Amperage,OrionBMS Pack Voltage,OrionBMS Pack State of Charge,CCS Battery DC Voltage,CCS Voltage Sense,CCS HVPreChargeFault,CCS Contactor Fault,CCS HVIL Fault,CCS BMS Comms Fault,CCS BMS Fault,CCS ECU Fault,CCS PTC Temp Fault,CCS Protocol Fault,CCS Incompatible Charger Fault,CCS Charge Mode,CCS Plug Present,CCS Inlet Motor,CCS Contactor Status,CCS HVPresent,CCS Inlet Fault,CCS Stop Charge Switch
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:48 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,108.000000,0.000000,0.000000,214.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,0.000000,0.000000,0.000000,0.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:49 BST 2021,0.000000,0.000000,0.000000,0.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,0.000000,372.400000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,0.000000,372.400000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,0.000000,372.400000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,2.900000,372.200000,49.500000,357.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,0.000000,0.000000,0.000000,213.000000,0.700000,372.200000,49.500000,221.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,1.000000,0.000000,0.000000,213.000000,0.700000,372.300000,49.500000,221.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,1.000000,0.000000,0.000000,213.000000,0.400000,372.300000,49.500000,221.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:50 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,221.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,221.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,262.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,262.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,262.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,262.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,262.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,292.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,1.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,292.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,2.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,292.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:51 BST 2021,2.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,292.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,292.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,310.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,310.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,310.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,310.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,310.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,2.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,321.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,321.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:52 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,321.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:53 BST 2021,3.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,321.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:53 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,321.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:53 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,326.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
